cluster,tabla_energy_mean,tabla_energy_var,tabla_lowband_ratio,tabla_activity,taali_mfcc_mean,taali_mfcc_var,taali_activity,taali_burstiness
1,-0.11565659510838655,-0.3021269514609416,-0.5393585231850458,0.06102076015358397,1.6480472017383332,0.38089233764801445,1.7869447576150832,0.3460333760987903
2,1.4048049274363013,1.5243949224069857,0.5188446500084382,0.5469473659671701,0.2802572140826575,0.5410317757694484,0.5460954485897053,0.6078675548031135
3,-0.643212542575445,-0.46500308791678124,0.4328536964581813,-0.8076389184566056,-0.014456004383000542,0.31071518304500806,-0.4271736452199227,0.22636248215091137
4,-0.14867258215156443,-0.3050075350800968,-0.47303499547223465,0.41232897597702767,-0.8028633965492611,-0.7411926978915057,-0.6275916006539396,-0.6870726647080976
