cluster,tabla_energy_mean,tabla_energy_var,tabla_lowband_ratio,tabla_activity,taali_mfcc_mean,taali_mfcc_var,taali_activity,taali_burstiness
1,-0.20373061623409958,-0.3305213485417907,-0.6250868933089505,0.06946240346731158,1.4198346912904283,0.6039419660090702,1.6526093601268474,0.100392100907576
2,1.4677774732866606,1.6316285890390814,0.6896349252886237,0.5104814666219157,0.49082217294565117,0.682314315370448,0.3485271900606088,-0.03547053427500086
3,-0.6547229780380771,-0.4936842240886999,0.4900256870608856,-0.9059202484789143,-0.08734739825984217,0.24563199553978518,-0.38489479610817817,0.09972034189103701
4,0.027239459414154576,-0.1882432753919346,-0.6267596436608691,0.7391379761211605,-1.0415772406298367,-1.0665121634754493,-0.7388081747826596,-0.15861735024878917
