song_id,tabla_energy_mean,tabla_energy_var,tabla_lowband_ratio,tabla_activity,taali_mfcc_mean,taali_mfcc_var,taali_activity,taali_burstiness,cluster
q012,-0.8712863521474301,-0.7869930437787868,0.5371528146631487,-1.275841146373761,0.5617192798035525,0.7456409473923465,-0.7212341094943109,-1.2099870426232442,3
q006,-0.34971505089810384,-0.25940855811243146,-0.21586890341733417,-0.2765586883465598,2.2401680403791917,0.10018162348486558,1.8699758762349024,0.9210133572158399,1
q007,-0.04401721935180633,-0.1263287276143217,0.9275695082747166,-1.0467637597862982,-0.8120002470500598,-0.5114871266752145,-0.8233110156601696,0.7189750093812607,3
q013,0.7413949393714158,0.749913185009677,-0.1822543974614788,0.11666076264609329,0.48427379447436214,0.7175204128535241,1.4195746820185344,0.33830604066573033,2
q039,0.07451803938045905,0.21565448875018298,-0.05038495815554658,-1.0918577335239879,-2.370867143703242,-3.884705466005331,-0.8233110156601696,0.2878633024256366,4
q005,-1.2105970727770023,-0.8294617272767629,0.18633960953059434,-1.1225216356656167,0.32097361615455616,0.6414786222141033,-0.6163509653582563,-1.5028428568430683,3
q011,0.023364725986108986,-0.642042203076336,-0.2596481924711047,1.1249620154208326,-0.9786097758675564,-0.7732319095218184,-0.4911225959382846,-0.7992064965020776,4
q010,-0.4679519842020111,-0.3783911333644373,0.6372550225824968,0.1707735311313209,0.03906680675248857,0.45676144117998,-0.3466013404732197,0.8006370311693694,3
q014,0.016865335954534353,0.019335581118415993,-0.0700450816479554,-0.07093016810269549,1.1496179969451485,0.7925720590839591,1.9538122355944911,0.15186199922105473,1
q028,-0.2760999018616485,-0.47824410558789776,0.8517093357223493,0.3601682208296173,-0.0005097282965942523,0.425411562567647,-0.8233110156601696,-0.14796034956610746,3
q029,-0.8489401833285997,-0.5634215105917066,0.6842717469141731,-2.121804093692818,0.621805427984479,0.7639434526328648,1.587247400737712,2.4568793569246394,3
q015,0.29639872151807845,-0.3276573395077882,-1.007197567605108,0.7876590918629143,0.16831426098929425,0.5498501819504942,-0.8233110156601696,0.4694993196873773,4
q001,-1.1912604715960509,-0.761436779847888,0.18941721860185678,-1.926998127145999,-0.4768862903220458,-0.05660481874397039,-0.5188341958939647,-0.7393866877104932,3
q003,-0.23598030453063418,-0.42697172761145763,0.11158881086136777,0.5459553926288985,1.0874013587536617,0.8015353575959471,1.2908385151358186,0.32659336569749736,1
q026,0.13346783938175785,-0.3770396145170281,-0.7877579723375869,1.2656552134824244,-0.34809920419163426,0.09277070674320545,-0.6377485298809964,-0.5888411198251212,4
q032,-1.158660320174303,-0.8148688886972865,-0.9897070303196849,0.7642102255193159,-1.2751709352383014,-1.2976314547593928,-0.8233110156601696,-1.6598087993344046,4
q024,1.8947374117505826,3.04731937587715,-0.7965871974684553,1.240402588189318,0.3947140084613776,0.6786252871858356,0.8905988246366942,-0.13369725618745112,2
q025,-1.1167625574347495,-0.8285471522407021,-1.0886120417645289,1.0546154163900368,-1.280619884672363,-1.3079683890597777,-0.8233110156601696,-1.1822130522199195,4
q009,-1.1823577725920211,-0.7909595440390176,0.3436055967166809,-1.7087432942555811,-0.9481059306524465,-0.7235470263995234,-0.647219583030406,-0.9303310797810107,3
q008,-0.39300709069651574,-0.4502707005752872,-2.2968132733597275,-0.29459627784163583,1.9135405780872046,0.4138060734500569,1.301712687270326,-0.44657077937969003,1
q020,0.1565309050656648,0.6064161563808108,0.41313926979926785,-0.8393314805929262,-0.5272821178473642,-0.11890245167474942,-0.8233110156601696,1.3179232602299962,3
q036,-1.1510528012718892,-0.8257507035040765,-0.2187540937364008,1.01493271950087,-0.48691309911962677,-0.06882671067196985,-0.7566628638680282,-0.9117187359091663,4
q023,-1.1209102815256684,-0.8349110068377349,-0.3893982980932149,-1.6708643563159218,0.030427308041870074,0.45003192578761103,-0.6121416084029632,-0.4669622650400137,3
q050,-0.00012344071324984235,-0.5802716067622662,-0.536807426733093,0.9698387457631803,-1.5431080977168228,-1.835823689947975,-0.8233110156601696,-1.293744742083871,4
q045,1.8904089794482282,0.9743608524405352,-1.2927831476786085,1.1700559891585223,-1.0819730440219604,-0.9475038253574136,-0.6507273804931503,1.870181282020674,4
q051,1.2808354080211053,1.3237294131954194,-0.03594400580702973,0.3313080776374956,-1.2187254827561533,-1.1920510781245144,-0.7352652993452881,2.221815539252981,4
q047,-0.5373921036364814,-0.4058643053515764,0.31738141637226297,-0.3469052873773553,0.39234661504905816,0.6775073123170432,0.5496409112579487,0.7123716438217769,3
q053,1.7623511357308934,2.198845689389653,0.5606343118437406,0.3349155955365108,0.0455229451642825,0.4617511623482444,-0.7977040941821363,0.38269731772231197,2
q046,0.7194194301453519,0.15963498165468515,0.3284443354744029,1.5488453685551145,1.03080861558312,0.8068219054251115,-0.3567739531151781,-0.9624990220512974,2
q042,2.8506070216961916,2.595217130226632,4.007346324742533,0.18520360272738173,0.6235842221554705,0.764440691455322,0.42651722031562384,0.3862237782591082,2
q043,0.0966783272047016,-0.21791876517621972,-0.7092574490321997,0.35656070293060205,1.3937307033329962,0.7255693985852227,1.7503599827553216,0.07753791636358014,1
q041,0.8381549010255293,1.0388411720766897,0.22022617460099975,-0.36313911792292375,0.36602945183529456,0.6647264329546504,0.5089504606901147,-0.223854064058407,2
q068,-0.3572249144385797,-0.6478939208937643,-0.5701254632578543,0.15634345953526005,0.7345494702443666,0.78998728385437,1.7489568637702242,-0.4280832536728261,1
q040,-0.2623932985038702,-0.5746149611550793,1.1818650036462948,0.6577884474983684,-0.24972351873559978,0.19735010587928362,-0.8233110156601696,0.1873280827293399,3
