song_id,tabla_energy_mean,tabla_energy_var,tabla_lowband_ratio,tabla_activity,taali_mfcc_mean,taali_mfcc_var,taali_activity,taali_burstiness,cluster
q004,-0.40305464473284663,-0.5384674711722901,0.4431841208345288,0.32072993453610754,2.108729977649746,0.10708718935880339,1.9817836990355922,0.2772973890451692,1
q038,-0.8010963072692772,-0.6853675190187852,-2.1434414689419934,1.0137552075906742,0.38249948703525105,0.6633937120335818,-0.7360534849570761,-0.6802315077284755,4
q014,0.03634533621614872,0.015038651151753374,0.19136614462257706,-0.08924656853473896,1.088404330092255,0.7550929088576069,2.098940372518986,0.3637040023323833,1
q028,-0.22778810719302492,-0.4164516168508475,1.2243672268695958,0.3153633333932436,0.02866929235373525,0.45527943091862144,-0.7360534849570761,-0.13606243854091915,3
q029,-0.7457332767329561,-0.4909547590813839,1.0426680344503487,-2.059520873575349,0.517552527828635,0.7142755982138156,1.6690174429621454,2.2838956140351576,3
q015,-0.9227376885607385,-0.6632541644650841,-0.20787669745700457,-0.3302533362048853,-0.44985553802533446,0.0015791300309040378,-0.5519537076530683,-0.18829004723126574,3
q001,3.566875713452543,3.7204341102445375,0.42132870327478444,1.1456932190889293,0.49471300280237845,0.7067807659678487,-0.4431350408357768,-0.7327566100114822,2
q017,-0.6678010365213833,-0.5875685952903168,0.9097087201895547,-0.24581300884600202,0.19511037071887755,0.5666652556563873,-0.7360534849570761,0.0677755089690053,3
q003,-0.121447950507794,-0.326447538355603,0.376735912566248,0.5053540699507306,1.0819471503974327,0.7562062825905767,1.4289028109357937,0.46471276124478345,1
q002,3.5667333561373074,3.720058139833017,0.4214295246268623,1.1456932190889293,0.494194615883206,0.7066031106849826,-0.44349182334993154,-0.7325077739897095,2
q016,-0.32166101075904135,-0.3746428436170897,0.012004034309598248,0.3241592008264602,1.3578693118421186,0.6764360323680855,2.2805426722239086,0.02300695966496472,1
q033,-0.7750996963770279,-0.621069273309884,-1.046782339972957,-0.79819348365203,-0.11865924907462805,0.33669331831864224,-0.5398231021717965,0.29550598680131895,3
q027,-0.45079306076776643,-0.6434738412324775,-0.048499568213311424,1.184395035795084,-2.509537748222127,-4.2120123285554145,-0.7360534849570761,-0.6956219232056606,4
q026,0.22600381942846984,-0.286214207069219,-0.6433606532591654,1.1896725562550143,-0.10383647150694363,0.34947561592094845,-0.5626571830777201,-0.39668088967041193,4
q032,-1.026397922777645,-0.7055213805480968,-0.8449325974750487,0.9046864514187829,-1.3494264954480155,-1.3874197084725213,-0.7360534849570761,-1.271884402180878,4
q018,-1.045836538118926,-0.7319691137687012,0.7326137028485278,-0.49737481743600837,-1.3433992824124343,-1.3757844987307284,-0.4788132922512819,2.5025906074679645,3
q024,1.7255076573159327,2.6204168220863053,-0.6512555509389961,1.2283743729611691,0.3062247996293017,0.6276868171062738,0.8562668757169316,0.06478136233380175,2
q030,-0.5471021147850371,-0.4825797213460263,-0.5705355715525062,-0.20887036562649014,-1.404805687349135,-1.4957995250717706,-0.7360534849570761,-1.0704692547614945,4
q031,-1.2332743771213914,-0.7106898026216287,-1.1819952426943234,-1.7798122891990482,0.38775267262733115,0.6656656808442538,-0.32504002865045356,-0.9387551601122529,3
q025,-0.8407465219350905,-0.6158761451232811,-0.13848370407038937,-0.3408083771247453,-0.46550567122821834,-0.0166053013375937,-0.7360534849570761,-0.7767732607827168,3
q019,0.11956114382496678,0.1617053742793212,0.21286020859016502,-0.1578543345138319,-0.8768613040089612,-0.5704870312822368,-0.7360534849570761,2.595305501350928,3
q021,-0.9112178964475622,-0.6984298986020632,0.7453753119408126,-1.5132845808773503,0.6489809733936291,0.7335421117597772,-0.7139500769803735,-1.3796194896463294,3
q035,1.313369048106255,2.4903015577158834,-0.6058742879256627,-0.49385647046272174,0.8790582146368022,0.7728523807142448,1.8274288792469893,0.08341660985707458,2
q009,-1.0423824841483078,-0.6834255329037016,0.5910996814478215,-1.642596757240863,-0.9805003571380732,-0.7331173204820898,-0.5537376202238437,-0.7780557332816335,4
q008,-0.26726817509659057,-0.35244846474135383,-2.3399758604268106,-0.2581272232525055,1.8866635299655616,0.3395511458007683,1.524520524729348,-0.16417143267408016,1
q034,-0.43109946886026956,-0.5061986862901404,0.019609725786832836,0.6390512549356292,-0.22275266796260332,0.24159040777968116,-0.7360534849570761,-0.8048039067647579,4
q020,0.16396612529659538,0.5144504025124843,0.7243705552690887,-0.7295857176729376,-0.24432219628114604,0.22071187442270232,-0.7360534849570761,1.1227212495826842,3
q036,-1.0126760849236303,-0.7142485856304519,-0.0010717550816690161,0.9504249620715114,-0.5270636225187774,-0.09017881416506979,-0.6714758498950114,-0.5465033853277381,4
q022,-0.6496720760033138,-0.53817027465704,0.5473721969307419,-0.9283723216636417,0.06849079569433754,0.4841080381839151,-0.7360534849570761,0.7503086172876436,3
q023,-0.9918052575602191,-0.7221845528867061,-0.2116103248667489,-1.7868489831456218,0.08919969377248264,0.4985576709921319,-0.5209136289215784,-0.29742938015000014,3
q037,-1.0239987960540033,-0.6425483208068132,-0.19016805902499923,-0.9389273625835025,-0.510622414615725,-0.07020470770268601,-0.7360534849570761,-0.4323586592741463,3
q050,0.09975047249813361,-0.4782714062432586,-0.35748047615378975,0.9099639718787133,-1.4906482244258985,-1.6690356327778004,-0.7360534849570761,-0.9452438636689983,4
q044,-1.3825692893722767,-0.7284779467897631,-0.3139390640708965,-2.316360202625286,0.20277268555526498,0.5712156534698288,0.3521331832158396,0.44388849648555545,3
q045,1.319515311659478,1.0113757122330087,-1.1726846220715699,0.9768125643711623,-0.32400893139628645,0.14008665815141375,-0.7360534849570761,-0.45207773483486885,4
q051,1.3205995006420503,1.3460649323485576,0.2185516818277201,0.3188816803665299,-0.8999221769017461,-0.6058656676982478,-0.13344781854918927,2.271359909855977,2
q047,-0.46298610013831815,-0.352224537483813,0.6079522633536983,-0.32849416271824183,0.35246946330963785,0.649935113070362,0.6832273563517302,0.7776179298344429,3
q053,1.602166248213626,1.898485993271545,0.8628745814108965,0.3804724725502333,-0.18243662336445915,0.26066008734746715,-0.7360534849570761,0.7964292277320528,2
q052,0.08506282415904469,-0.25077908572851804,-1.3047942004108763,0.756915878540737,-0.3223130197420385,0.1418632109800857,-0.6529231591589485,-1.3850877461676563,4
q046,0.6740718994123674,0.14243582933703333,0.6037732645583991,1.4852137020111056,1.0328352064713633,0.7635022620483324,-0.3521554997262377,-0.31665471182699567,4
q042,2.599006081235439,2.218780763440194,4.790943830852812,0.13416846426897314,0.5283395945632559,0.7176581144234093,0.5415846982321733,0.43082636154532794,2
q056,-0.17130873548962602,-0.2839693938772201,1.1288323668490408,-0.4006202756706214,0.5594799925475819,0.7268659069820241,-0.7042998411972766,-0.8739475335857978,3
q057,-0.6960472718921488,-0.6212798653106756,0.09458812958190617,-1.0567919861886104,-1.0067941961379465,-0.7758506837278052,-0.7360534849570761,-0.8159856717417588,4
q043,0.20465173773435238,-0.11944398625736993,-0.5280569460158279,0.339991762206251,1.3508981112389495,0.6792643852237359,1.911272770073427,0.23609887754385003,1
q055,0.2910130465990478,0.9382422715863745,0.7064719903756767,-0.8580053821979056,0.5986937526472913,0.7372587410297636,0.65004658253531,-0.07060538970932612,2
q041,0.9108113568532018,1.075209551734214,0.5325153844805218,-0.31266160133845106,0.3317158802380646,0.6401782041828844,0.74958890398457,0.047671932509282484,2
q069,1.3022824985600536,1.01993236706285,-0.34244298690749153,0.25731060833401115,-0.9406371068081977,-0.6694622213446956,-0.6646969821260655,-0.2919452962986027,4
q068,0.07631439879113514,-0.22876493879311804,0.015415002560475777,-0.9439548344366016,1.8625271425749916,0.3243555626855103,1.6571257835683353,1.4240578441440401,1
q040,-0.2137922179751178,-0.49673417984507484,1.5776033127341305,0.6918264595349314,-0.15780063861617386,0.30203559896526716,-0.7360534849570761,0.5608739702325424,3
q054,0.7833760111803583,-0.03286622146408766,-1.8334356518348187,-0.05582227228851444,-0.17879541133117377,0.2828952610463413,-0.012141763736471032,0.042646755211837105,4
